date,Close,High,Low,Open,Volume
2024-05-29,189.4042205810547,191.35510374397245,188.6278525845266,188.7273931739324,53068000.0
2024-05-30,190.39956665039065,191.2854232244703,189.7426503955058,189.8720349370489,49947900.0
2024-05-31,191.3551025390625,191.67362027294612,189.02599856414395,190.5488754083416,75158300.0
2024-06-01,191.3551025390625,191.67362027294612,189.02599856414395,190.5488754083416,75158300.0
2024-06-02,191.3551025390625,191.67362027294612,189.02599856414395,190.5488754083416,75158300.0
2024-06-03,193.12680053710935,194.0823384761381,191.62383496596823,192.0020557606219,50080500.0
2024-06-04,193.44532775878903,194.41081372828987,192.13146492648488,193.73397115741048,47471400.0
2024-06-05,194.95823669433597,195.9834409155792,193.9628916105844,194.49042328995185,54156800.0
2024-06-06,193.57470703125,195.58530834672567,193.2661524862918,194.77908126144504,41181800.0
2024-06-07,195.97349548339844,196.02326577578603,193.23629646745044,193.7439169991778,53103900.0
2024-06-08,195.97349548339844,196.02326577578603,193.23629646745044,193.7439169991778,53103900.0
2024-06-09,195.97349548339844,196.02326577578603,193.23629646745044,193.7439169991778,53103900.0
2024-06-10,192.22103881835935,196.3815891899795,191.25555286655265,195.98344204153503,97262100.0
2024-06-11,206.1857147216797,206.1956778920413,192.7286609927464,192.74855695795011,172373300.0
2024-06-12,212.07818603515625,219.17498621319095,205.9368934525013,206.40470686074585,198134300.0
2024-06-13,213.24273681640625,215.7410475161272,210.61502639534652,213.74040935969603,97862700.0
2024-06-14,211.5008850097656,214.16840257809503,210.31642191496232,212.8545549484321,70122700.0
2024-06-15,211.5008850097656,214.16840257809503,210.31642191496232,212.8545549484321,70122700.0
2024-06-16,211.5008850097656,214.16840257809503,210.31642191496232,212.8545549484321,70122700.0
2024-06-17,215.6614227294922,217.9308083607288,211.72981259041407,212.37678083551464,93728300.0
2024-06-18,213.29248046875,217.6122894552709,212.008492058615,216.5771221156608,79943300.0
2024-06-19,213.29248046875,217.6122894552709,212.008492058615,216.5771221156608,79943300.0
2024-06-20,208.7039337158203,213.242719704114,207.87781072548336,212.93414999431735,86172500.0
2024-06-21,206.524169921875,210.9036824915187,206.14593390610847,209.41066477171813,246421400.0
2024-06-22,206.524169921875,210.9036824915187,206.14593390610847,209.41066477171813,246421400.0
2024-06-23,206.524169921875,210.9036824915187,206.14593390610847,209.41066477171813,246421400.0
2024-06-24,207.17112731933597,211.70989851928564,205.6283393856244,206.7530842022628,80727000.0
2024-06-25,208.0968017578125,210.3960464470149,207.6389363414956,208.1764159984445,56713900.0
2024-06-26,212.25733947753903,213.8598456726642,209.65948819693892,210.51548557795783,66213200.0
2024-06-27,213.1033935546875,214.7357589232,211.36153961685807,213.69064352295015,49772700.0
2024-06-28,209.6395721435547,215.0642148828325,209.3210696212814,214.76560832661605,82542700.0
2024-06-29,209.6395721435547,215.0642148828325,209.3210696212814,214.76560832661605,82542700.0
2024-06-30,209.6395721435547,215.0642148828325,209.3210696212814,214.76560832661605,82542700.0
2024-07-01,215.74102783203125,216.4974845612192,210.9335096799559,211.1027165067048,60402900.0
2024-07-02,219.2446746826172,219.35416325375093,214.09874221485333,215.1438424446849,58046200.0
2024-07-03,220.5187225341797,220.5187225341797,218.0104484863841,218.97593450353423,37369800.0
2024-07-04,220.5187225341797,220.5187225341797,218.0104484863841,218.97593450353423,37369800.0
2024-07-05,225.2863922119141,225.3958807735831,220.618221554563,220.618221554563,60412400.0
2024-07-06,225.2863922119141,225.3958807735831,220.618221554563,220.618221554563,60412400.0
2024-07-07,225.2863922119141,225.3958807735831,220.618221554563,220.618221554563,60412400.0
